case,backend,accuracy,keygen_s,compile_s,latency_s,vram_mb,vram_alloc_mb,ram_mb
playground,pytorch_plain,0.8,0.0,0.0,0.009195003799686675,459.8125,8.12841796875,504.125
playground,sdk,0.8,0.19942501399782486,0.006295724997471552,0.026261032599722966,3763.8125,46.1451416015625,639.265625
playground,concrete-ml,0.8,6.051420735006104,6.010673588003556,24.126926909800385,425.8125,0.0,2444.0
playground,orion,0.8,0.44975842499843566,11.808018566996907,0.7725624095997773,425.8125,0.0,2736.58984375
